日時	CAD/JPY(始値, 買い)	CAD/JPY(高値, 買い)	CAD/JPY(安値, 買い)	CAD/JPY(終値, 買い)	CAD/JPY(始値, 売り)	CAD/JPY(高値, 売り)	CAD/JPY(安値, 売り)	CAD/JPY(終値, 売り)	
2012-07-13T11:00:00	77.881	77.963	77.807	77.853	77.850	77.932	77.776	77.824	
2012-07-13T10:00:00	77.809	77.908	77.790	77.881	77.778	77.879	77.760	77.850	
2012-07-13T09:00:00	77.775	77.857	77.722	77.809	77.746	77.828	77.693	77.778	
2012-07-13T08:00:00	77.807	77.872	77.742	77.775	77.776	77.844	77.711	77.746	
2012-07-13T07:00:00	77.799	77.841	77.779	77.807	77.766	77.812	77.742	77.776	
2012-07-13T06:00:00	77.861	77.882	77.783	77.799	77.755	77.793	77.717	77.766	
2012-07-13T05:00:00	77.873	77.895	77.827	77.861	77.845	77.850	77.752	77.755	
2012-07-13T04:00:00	77.878	77.927	77.837	77.873	77.854	77.901	77.811	77.845	
2012-07-13T03:00:00	77.755	77.915	77.743	77.878	77.727	77.890	77.715	77.854	
2012-07-13T02:00:00	77.653	77.824	77.592	77.755	77.628	77.802	77.564	77.727	
2012-07-13T01:00:00	77.629	77.721	77.575	77.653	77.601	77.696	77.548	77.628	
2012-07-13T00:00:00	77.333	77.679	77.330	77.629	77.311	77.656	77.307	77.601	
2012-07-12T23:00:00	77.426	77.464	77.329	77.333	77.403	77.442	77.306	77.311	
2012-07-12T22:00:00	77.409	77.475	77.345	77.426	77.384	77.449	77.319	77.403	
2012-07-12T21:00:00	77.545	77.698	77.321	77.409	77.522	77.636	77.297	77.384	
2012-07-12T20:00:00	77.486	77.556	77.435	77.545	77.469	77.532	77.409	77.522	
2012-07-12T19:00:00	77.590	77.591	77.385	77.486	77.564	77.569	77.359	77.469	
2012-07-12T18:00:00	77.585	77.636	77.554	77.590	77.556	77.611	77.535	77.564	
2012-07-12T17:00:00	77.572	77.736	77.542	77.585	77.550	77.713	77.517	77.556	
2012-07-12T16:00:00	77.716	77.716	77.524	77.572	77.688	77.690	77.496	77.550	
2012-07-12T15:00:00	77.874	77.897	77.662	77.716	77.844	77.871	77.633	77.688	
2012-07-12T14:00:00	77.954	78.029	77.874	77.874	77.927	78.000	77.844	77.844	
2012-07-12T13:00:00	78.195	78.213	77.869	77.954	78.166	78.192	77.834	77.927	
2012-07-12T12:00:00	77.987	78.467	77.954	78.195	77.956	78.408	77.924	78.166	
2012-07-12T11:00:00	77.979	78.030	77.907	77.987	77.957	77.999	77.876	77.956	
2012-07-12T10:00:00	78.076	78.152	77.978	77.979	78.045	78.123	77.948	77.957	
2012-07-12T09:00:00	78.108	78.125	78.021	78.076	78.078	78.099	77.991	78.045	
2012-07-12T08:00:00	78.148	78.180	78.101	78.108	78.117	78.151	78.069	78.078	
2012-07-12T07:00:00	78.241	78.241	78.108	78.148	78.204	78.205	78.080	78.117	
2012-07-12T06:00:00	78.385	78.385	78.187	78.241	78.176	78.214	78.146	78.204	
2012-07-12T05:00:00	78.131	78.385	78.100	78.385	78.104	78.213	78.024	78.176	
2012-07-12T04:00:00	77.969	78.165	77.969	78.131	77.941	78.143	77.941	78.104	
2012-07-12T03:00:00	78.138	78.184	77.965	77.969	78.107	78.152	77.938	77.941	
2012-07-12T02:00:00	78.168	78.190	78.047	78.138	78.143	78.164	78.023	78.107	
2012-07-12T01:00:00	78.184	78.258	78.150	78.168	78.160	78.231	78.122	78.143	
2012-07-12T00:00:00	78.068	78.212	78.013	78.184	78.046	78.188	77.991	78.160	
2012-07-11T23:00:00	77.936	78.111	77.929	78.068	77.908	78.090	77.900	78.046	
