日時	EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	
EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	K	D	2014-02-15T07:00:00	139.425	139.481	139.425	
2013-08-27T17:00:00	130.932	131.010	130.443	130.566	130.825	130.982	130.412	130.537	
19.82	22.35	2013-08-27T16:30:00	131.212	131.263	130.804	130.932	131.182	131.238	
130.779	130.825	22.69	22.06	2013-08-27T16:00:00	131.187	131.320	131.147	131.212	
131.157	131.292	131.117	131.182	24.54	22.25	2013-08-27T15:30:00	131.136	131.279	
131.114	131.187	131.112	131.251	131.085	131.157	18.97	25.67	2013-08-27T15:00:00	
131.174	131.213	131.080	131.136	131.147	131.193	131.054	131.112	23.24	
36.53	2013-08-27T14:30:00	131.386	131.396	131.075	131.174	131.358	131.367	131.048	
131.147	34.79	49.44	2013-08-27T14:00:00	131.437	131.435	131.295	131.386	131.407	
131.406	131.265	131.358	51.54	63.37	2013-08-27T13:30:00	131.456	131.573	131.418	
131.437	131.426	131.526	131.386	131.407	61.99	71.69	2013-08-27T12:30:00	131.439	
131.457	131.398	131.456	131.412	131.429	131.370	131.426	76.59	71.43	
2013-08-27T12:00:00	131.500	131.500	131.383	131.439	131.470	131.471	131.355	131.412	
76.51	57.62	2013-08-27T11:30:00	131.486	131.509	131.436	131.500	131.454	131.484	
131.407	131.470	61.21	36.87	2013-08-27T11:00:00	131.332	131.512	131.327	131.486	
131.303	131.489	131.297	131.454	35.14	20.74	2013-08-27T10:30:00	131.318	131.419	
131.302	131.332	131.291	131.395	131.272	131.303	14.26	15.28	2013-08-27T10:00:00	
131.304	131.410	131.280	131.318	131.274	131.386	131.256	131.291	12.82	
16.36	2013-08-27T09:30:00	131.349	131.427	131.280	131.304	131.321	131.401	131.256	
131.274	18.76	18.89	2013-08-27T09:00:00	131.498	131.572	131.270	131.349	131.472	
131.543	131.239	131.321	17.51	23.23	2013-08-27T08:30:00	131.534	131.555	131.384	
131.498	131.508	131.524	131.354	131.472	20.38	31.57	2013-08-27T08:00:00	131.607	
131.648	131.528	131.534	131.573	131.620	131.498	131.508	31.79	36.90	
2013-08-27T07:30:00	131.687	131.690	131.556	131.607	131.659	131.672	131.520	131.573	
42.53	33.24	2013-08-27T07:00:00	131.643	131.774	131.639	131.687	131.597	131.729	
131.605	131.659	36.37	23.85	2013-08-27T06:30:00	131.640	131.688	131.594	131.643	
131.552	131.655	131.552	131.597	20.83	15.97	2013-08-27T06:00:00	131.782	131.764	
131.603	131.640	131.600	131.709	131.531	131.552	14.33	12.99	2013-08-27T05:30:00	
131.623	131.782	131.604	131.782	131.592	131.722	131.573	131.600	12.76	
15.73	2013-08-27T05:00:00	131.636	131.647	131.552	131.623	131.606	131.619	131.525	
131.592	11.88	26.23	2013-08-27T04:30:00	131.706	131.734	131.628	131.636	131.675	
131.707	131.599	131.606	22.55	42.74	2013-08-27T04:00:00	131.920	131.948	131.652	
131.706	131.890	131.918	131.622	131.675	44.25	59.90	2013-08-27T03:30:00	131.912	
131.929	131.866	131.920	131.885	131.899	131.838	131.890	61.41	71.72	
2013-08-27T03:00:00	131.918	131.944	131.895	131.912	131.887	131.916	131.868	131.885	
74.05	77.72	2013-08-27T02:30:00	131.949	131.958	131.887	131.918	131.920	131.927	
131.865	131.887	79.68	77.85	2013-08-27T02:00:00	131.930	131.973	131.903	131.949	
131.901	131.944	131.872	131.920	79.41	77.56	2013-08-27T01:30:00	131.881	131.957	
131.869	131.930	131.852	131.929	131.840	131.901	74.45	79.61	2013-08-27T01:00:00	
131.884	131.892	131.790	131.881	131.856	131.863	131.764	131.852	78.83	
81.83	2013-08-27T00:30:00	131.897	131.971	131.874	131.884	131.874	131.945	131.845	
131.856	85.56	77.25	2013-08-27T00:00:00	131.810	131.904	131.782	131.897	131.782	
131.881	131.753	131.874	81.10	64.82	2013-08-26T23:30:00	131.756	131.844	131.698	
131.810	131.726	131.818	131.668	131.782	65.09	51.66	2013-08-26T23:00:00	131.757	
131.784	131.688	131.756	131.725	131.754	131.662	131.726	48.26	39.04	
2013-08-26T22:30:00	131.705	131.849	131.651	131.757	131.675	131.819	131.626	131.725	
41.63	34.24	2013-08-26T22:00:00	131.708	131.764	131.662	131.705	131.683	131.735	
131.637	131.675	27.24	36.50	2013-08-26T21:30:00	131.726	131.795	131.556	131.708	
131.688	131.714	131.527	131.683	33.84	50.50	2013-08-26T21:00:00	131.873	131.895	
131.700	131.726	131.847	131.866	131.670	131.688	48.42	65.50	2013-08-26T20:30:00	
131.937	131.956	131.868	131.873	131.907	131.929	131.837	131.847	69.23	
76.97	2013-08-26T20:00:00	131.883	131.956	131.857	131.937	131.859	131.926	131.828	
131.907	78.85	77.73	2013-08-26T19:30:00	131.947	131.944	131.871	131.883	131.916	
131.915	131.842	131.859	82.84	67.09	2013-08-26T19:00:00	131.883	131.992	131.833	
131.947	131.852	131.965	131.802	131.916	71.50	46.26	2013-08-26T18:30:00	131.717	
131.894	131.718	131.883	131.695	131.865	131.693	131.852	46.93	25.95	
2013-08-26T18:00:00	131.687	131.746	131.660	131.717	131.659	131.719	131.633	131.695	
20.36	15.04	2013-08-26T17:30:00	131.728	131.747	131.654	131.687	131.699	131.718	
131.628	131.659	10.55	11.92	2013-08-26T17:00:00	131.714	131.798	131.680	131.728	
131.686	131.774	131.653	131.699	14.20	15.30	2013-08-26T16:30:00	131.816	131.843	
131.701	131.714	131.784	131.813	131.671	131.686	11.00	19.25	2013-08-26T16:00:00	
131.761	131.851	131.742	131.816	131.734	131.822	131.715	131.784	20.69	
25.00	2013-08-26T15:30:00	131.924	131.923	131.739	131.761	131.894	131.892	131.716	
131.734	26.08	29.10	2013-08-26T15:00:00	131.938	131.993	131.888	131.924	131.911	
131.964	131.871	131.894	28.25	33.97	2013-08-26T14:30:00	131.870	131.958	131.830	
131.938	131.842	131.930	131.801	131.911	32.97	40.91	2013-08-26T14:00:00	132.051	
132.049	131.836	131.870	132.021	132.019	131.810	131.842	40.68	44.08	
2013-08-26T13:30:00	132.072	132.091	132.015	132.051	132.042	132.064	131.986	132.021	
49.06	39.80	2013-08-26T13:00:00	132.073	132.099	132.052	132.072	132.043	132.073	
132.023	132.042	42.49	29.47	2013-08-26T12:30:00	132.053	132.112	132.053	132.073	
132.025	132.084	132.027	132.043	27.84	20.04	2013-08-26T12:00:00	132.036	132.088	
132.018	132.053	132.007	132.058	131.989	132.025	18.08	16.52	2013-08-26T11:30:00	
132.037	132.078	131.990	132.036	132.006	132.051	131.962	132.007	14.19	
20.29	2013-08-26T11:00:00	132.097	132.117	132.010	132.037	132.071	132.091	131.982	
132.006	17.31	31.11	2013-08-26T10:30:00	132.124	132.212	132.087	132.097	132.100	
132.182	132.058	132.071	29.36	46.57	2013-08-26T10:00:00	132.172	132.192	132.067	
132.124	132.145	132.165	132.038	132.100	46.65	62.74	2013-08-26T09:30:00	132.210	
132.239	132.075	132.172	132.186	132.211	132.024	132.145	63.70	75.35	
2013-08-26T09:00:00	132.167	132.323	132.132	132.210	132.141	132.301	132.104	132.186	
77.89	84.24	2013-08-26T08:30:00	132.186	132.209	132.087	132.167	132.154	132.181	
132.060	132.141	84.47	88.02	2013-08-26T08:00:00	132.192	132.218	132.121	132.186	
132.153	132.193	132.093	132.154	90.37	90.64	2013-08-26T07:30:00	132.115	132.231	
132.067	132.192	132.070	132.198	132.037	132.153	89.24	88.36	2013-08-26T07:00:00	
132.057	132.125	132.003	132.115	131.975	132.084	131.932	132.070	92.32	
84.20	2013-08-26T06:30:00	132.044	132.100	132.009	132.057	131.992	132.031	131.957	
131.975	83.53	73.88	2013-08-26T06:00:00	132.031	132.057	131.938	132.044	131.861	
132.007	131.878	131.992	76.76	64.64	2013-08-26T05:30:00	131.997	132.036	131.990	
132.031	131.804	131.887	131.804	131.861	61.37	56.27	2013-08-26T05:00:00	131.895	
131.997	131.888	131.997	131.719	131.873	131.709	131.804	55.81	53.40	
2013-08-26T04:30:00	131.889	131.952	131.888	131.895	131.731	131.801	131.704	131.719	
51.62	51.63	2013-08-26T04:00:00	132.172	131.934	131.435	131.889	132.021	131.778	
131.316	131.731	52.77	47.20	2013-08-24T05:30:00	132.099	132.179	132.062	132.172	
132.054	132.096	131.979	132.021	50.49	39.73	2013-08-24T05:00:00	132.082	132.129	
132.027	132.099	132.048	132.084	131.986	132.054	38.33	29.00	2013-08-24T04:30:00	
132.012	132.103	131.973	132.082	131.983	132.071	131.946	132.048	30.37	
28.64	2013-08-24T04:00:00	132.062	132.076	131.990	132.012	132.030	132.041	131.953	
131.983	18.30	36.23	2013-08-24T03:30:00	132.033	132.066	131.980	132.062	132.001	
132.034	131.947	132.030	37.24	56.58	2013-08-24T03:00:00	132.173	132.173	132.012	
132.033	132.143	132.142	131.978	132.001	53.16	71.61	2013-08-24T02:30:00	132.169	
132.195	132.114	132.173	132.140	132.166	132.081	132.143	79.34	75.91	
2013-08-24T02:00:00	132.182	132.242	132.158	132.169	132.157	132.213	132.127	132.140	
82.33	66.27	2013-08-24T01:30:00	132.168	132.219	132.134	132.182	132.138	132.194	
132.105	132.157	66.06	49.50	2013-08-24T01:00:00	132.007	132.183	132.007	132.168	
131.980	132.154	131.977	132.138	50.42	36.95	2013-08-24T00:30:00	132.052	132.118	
132.007	132.007	132.024	132.091	131.980	131.980	32.02	29.01	2013-08-24T00:00:00	
132.001	132.088	131.891	132.052	131.973	132.058	131.866	132.024	28.40	
27.91	2013-08-23T23:30:00	132.007	132.111	131.924	132.001	131.977	132.081	131.903	
131.973	26.61	28.98	2013-08-23T23:00:00	132.199	132.237	131.900	132.007	132.161	
132.209	131.872	131.977	28.71	33.45	2013-08-23T22:30:00	132.168	132.270	132.130	
132.199	132.137	132.244	132.100	132.161	31.63	41.88	2013-08-23T22:00:00	132.202	
132.246	132.045	132.168	132.175	132.218	132.015	132.137	40.01	51.73	
2013-08-23T21:30:00	132.319	132.318	132.112	132.202	132.291	132.291	132.081	132.175	
54.00	58.85	2013-08-23T21:00:00	132.315	132.440	132.285	132.319	132.285	132.416	
132.257	132.291	61.19	61.55	2013-08-23T20:30:00	132.181	132.386	132.162	132.315	
132.150	132.359	132.133	132.285	61.36	64.05	2013-08-23T20:00:00	132.183	132.233	
132.144	132.181	132.155	132.202	132.115	132.150	62.10	70.35	2013-08-23T19:30:00	
132.229	132.265	132.171	132.183	132.202	132.240	132.145	132.155	68.69	
75.93	2013-08-23T19:00:00	132.203	132.230	132.122	132.229	132.176	132.202	132.091	
132.202	80.27	77.49	2013-08-23T18:30:00	132.207	132.325	132.196	132.203	132.181	
132.297	132.168	132.176	78.84	71.15	2013-08-23T18:00:00	132.093	132.217	132.033	
132.207	132.062	132.191	132.005	132.181	73.36	60.81	2013-08-23T17:30:00	132.085	
132.159	131.953	132.093	132.058	132.131	131.923	132.062	61.25	49.13	
2013-08-23T17:00:00	132.107	132.154	131.989	132.085	132.081	132.128	131.959	132.058	
47.83	42.52	2013-08-23T16:30:00	132.007	132.148	131.929	132.107	131.979	132.124	
131.901	132.081	38.31	40.23	2013-08-23T16:00:00	131.997	132.127	131.914	132.007	
131.970	132.097	131.882	131.979	41.40	38.75	2013-08-23T15:30:00	132.169	132.169	
131.988	131.997	132.140	132.138	131.959	131.970	40.96	35.36	2013-08-23T15:00:00	
132.013	132.241	131.964	132.169	131.986	132.214	131.932	132.140	33.90	
38.87	2013-08-23T14:30:00	131.993	132.040	131.905	132.013	131.961	132.011	131.878	
131.986	31.23	47.52	2013-08-23T14:00:00	132.194	132.201	131.975	131.993	132.162	
132.174	131.951	131.961	51.48	55.96	2013-08-23T13:30:00	132.250	132.284	132.170	
132.194	132.218	132.254	132.138	132.162	59.84	51.65	2013-08-23T13:00:00	132.134	
132.271	132.115	132.250	132.104	132.242	132.083	132.218	56.57	46.53	
2013-08-23T12:30:00	132.160	132.174	132.114	132.134	132.135	132.149	132.086	132.104	
38.54	43.81	2013-08-23T12:00:00	132.096	132.175	132.082	132.160	132.068	132.147	
132.052	132.135	44.47	52.73	2013-08-23T11:30:00	132.141	132.160	132.045	132.096	
132.112	132.132	132.014	132.068	48.42	59.10	2013-08-23T11:00:00	132.191	132.210	
132.062	132.141	132.165	132.184	132.034	132.112	65.30	65.53	2013-08-23T10:30:00	
132.085	132.361	132.083	132.191	132.055	132.331	132.054	132.165	63.57	
66.64	2013-08-23T10:00:00	131.986	132.107	131.952	132.085	131.955	132.083	131.924	
132.055	67.73	73.90	2013-08-23T09:30:00	132.039	132.114	131.963	131.986	132.010	
132.086	131.936	131.955	68.61	79.38	2013-08-23T09:00:00	132.070	132.077	131.983	
132.039	132.042	132.049	131.954	132.010	85.34	82.47	2013-08-23T08:30:00	131.982	
132.092	131.906	132.070	131.952	132.071	131.874	132.042	84.18	78.45	
2013-08-23T08:00:00	131.940	131.984	131.886	131.982	131.910	131.959	131.864	131.952	
77.89	75.03	2013-08-23T07:30:00	131.919	131.999	131.906	131.940	131.886	131.972	
131.868	131.910	73.26	72.72	2013-08-23T07:00:00	131.941	131.930	131.861	131.919	
131.895	131.892	131.815	131.886	73.95	74.11	2013-08-23T06:30:00	131.904	131.968	
131.893	131.941	131.844	131.947	131.834	131.895	70.94	76.04	2013-08-23T06:00:00	
131.831	131.944	131.831	131.904	131.787	131.883	131.745	131.844	77.43	
79.74	2013-08-23T05:30:00	131.933	131.977	131.809	131.831	131.897	131.947	131.766	
131.787	79.73	73.72	2013-08-23T05:00:00	131.843	131.933	131.826	131.933	131.815	
131.909	131.794	131.897	82.05	65.34	2013-08-23T04:30:00	131.780	131.906	131.745	
131.843	131.753	131.877	131.718	131.815	59.37	58.02	2013-08-23T04:00:00	131.648	
131.786	131.570	131.780	131.617	131.755	131.539	131.753	54.61	65.22	
2013-08-23T03:30:00	131.772	131.784	131.629	131.648	131.746	131.757	131.597	131.617	
60.08	71.91	2013-08-23T03:00:00	131.831	131.831	131.728	131.772	131.802	131.804	
131.701	131.746	80.99	76.10	2013-08-23T02:30:00	131.738	131.876	131.723	131.831	
131.708	131.855	131.692	131.802	74.67	72.19	2013-08-23T02:00:00	131.604	131.758	
131.581	131.738	131.574	131.732	131.554	131.708	72.64	73.60	2013-08-23T01:30:00	
131.677	131.700	131.553	131.604	131.645	131.671	131.521	131.574	69.26	
75.13	2013-08-23T01:00:00	131.669	131.732	131.645	131.677	131.641	131.705	131.615	
131.645	78.91	76.87	2013-08-23T00:30:00	131.635	131.685	131.588	131.669	131.606	
131.656	131.557	131.641	77.22	76.64	2013-08-23T00:00:00	131.616	131.706	131.480	
131.635	131.587	131.678	131.451	131.606	74.49	79.47	2013-08-22T23:30:00	131.535	
131.730	131.497	131.616	131.505	131.703	131.475	131.587	78.21	77.69	
2013-08-22T23:00:00	131.481	131.628	131.462	131.535	131.451	131.601	131.432	131.505	
85.71	72.63	2013-08-22T22:30:00	131.478	131.504	131.398	131.481	131.453	131.478	
131.371	131.451	69.15	55.86	2013-08-22T22:00:00	131.319	131.493	131.306	131.478	
131.290	131.463	131.274	131.453	63.03	45.73	2013-08-22T21:30:00	131.454	131.462	
131.306	131.319	131.385	131.434	131.274	131.290	35.39	33.00	2013-08-22T21:00:00	
131.314	131.476	131.275	131.454	131.287	131.447	131.244	131.385	38.78	
33.31	2013-08-22T20:30:00	131.402	131.461	131.271	131.314	131.374	131.431	131.242	
131.287	24.84	35.41	2013-08-22T20:00:00	131.380	131.406	131.271	131.402	131.353	
131.380	131.244	131.374	36.32	48.01	2013-08-22T19:30:00	131.394	131.417	131.336	
131.380	131.365	131.390	131.305	131.353	45.08	61.93	2013-08-22T19:00:00	131.413	
131.437	131.270	131.394	131.382	131.409	131.239	131.365	62.62	77.27	
2013-08-22T18:30:00	131.511	131.649	131.396	131.413	131.481	131.621	131.371	131.382	
78.09	87.55	2013-08-22T18:00:00	131.480	131.668	131.471	131.511	131.454	131.641	
131.439	131.481	91.08	92.36	2013-08-22T17:30:00	131.493	131.525	131.340	131.480	
131.468	131.500	131.310	131.454	93.48	84.83	2013-08-22T17:00:00	131.155	131.503	
131.150	131.493	131.127	131.476	131.120	131.468	92.51	74.30	2013-08-22T16:30:00	
131.113	131.197	131.027	131.155	131.086	131.171	130.996	131.127	68.50	
61.74	2013-08-22T16:00:00	130.967	131.198	130.827	131.113	130.937	131.113	130.799	
131.086	61.90	60.91	2013-08-22T15:30:00	131.069	131.129	130.886	130.967	131.050	
131.101	130.866	130.937	54.82	64.30	2013-08-22T15:00:00	131.064	131.132	131.024	
131.069	131.038	131.103	130.994	131.050	66.02	65.38	2013-08-22T14:30:00	131.041	
131.101	130.990	131.064	131.011	131.074	130.960	131.038	72.06	61.79	
2013-08-22T14:00:00	131.119	131.145	130.992	131.041	131.090	131.116	130.962	131.011	
58.05	53.11	2013-08-22T13:30:00	130.955	131.159	130.929	131.119	130.926	131.131	
130.901	131.090	55.25	52.91	2013-08-22T13:00:00	130.911	131.003	130.906	130.955	
130.883	130.977	130.875	130.926	46.03	55.56	2013-08-22T12:30:00	130.921	130.981	
130.857	130.911	130.893	130.954	130.828	130.883	57.45	64.85	2013-08-22T12:00:00	
130.928	130.993	130.909	130.921	130.901	130.970	130.881	130.893	63.20	
72.18	2013-08-22T11:30:00	130.973	131.031	130.926	130.928	130.947	131.002	130.896	
130.901	73.89	76.32	2013-08-22T11:00:00	131.092	131.209	130.941	130.973	131.063	
131.187	130.909	130.947	79.44	75.55	2013-08-22T10:30:00	130.599	131.157	130.583	
131.092	130.572	131.130	130.554	131.063	75.62	70.40	2013-08-22T10:00:00	130.554	
130.640	130.503	130.599	130.526	130.610	130.473	130.572	71.59	66.28	
2013-08-22T09:30:00	130.578	130.648	130.469	130.554	130.548	130.621	130.443	130.526	
63.99	62.15	2013-08-22T09:00:00	130.499	130.610	130.436	130.578	130.470	130.580	
130.407	130.548	63.26	62.09	2013-08-22T08:30:00	130.468	130.543	130.425	130.499	
130.438	130.513	130.396	130.470	59.20	60.35	2013-08-22T08:00:00	130.532	130.560	
130.427	130.468	130.500	130.535	130.401	130.438	63.82	54.23	2013-08-22T07:30:00	
130.560	130.622	130.521	130.532	130.529	130.589	130.483	130.500	58.02	
38.94	2013-08-22T07:00:00	130.554	130.596	130.502	130.560	130.488	130.546	130.458	
130.529	40.83	25.74	2013-08-22T06:30:00	130.409	130.555	130.369	130.554	130.343	
130.493	130.322	130.488	17.97	21.93	2013-08-22T06:00:00	130.528	130.552	130.317	
130.409	130.361	130.417	130.249	130.343	18.42	32.12	2013-08-22T05:30:00	130.592	
130.661	130.463	130.528	130.567	130.626	130.357	130.361	29.41	45.16	
2013-08-22T05:00:00	130.645	130.680	130.464	130.592	130.616	130.653	130.443	130.567	
48.53	57.30	2013-08-22T04:30:00	130.701	130.899	130.612	130.645	130.674	130.875	
130.583	130.616	57.54	58.46	2013-08-22T04:00:00	130.755	130.889	130.698	130.701	
130.723	130.860	130.666	130.674	65.82	50.57	2013-08-22T03:30:00	130.660	130.941	
130.643	130.755	130.629	130.916	130.614	130.723	52.03	34.45	2013-08-22T03:00:00	
130.551	130.764	130.413	130.660	130.479	130.737	130.339	130.629	33.85	
23.97	2013-08-22T02:30:00	130.520	130.595	130.485	130.551	130.490	130.568	130.457	
130.479	17.49	20.41	2013-08-22T02:00:00	130.556	130.596	130.504	130.520	130.526	
130.569	130.473	130.490	20.58	23.49	2013-08-22T01:30:00	130.583	130.614	130.541	
130.556	130.556	130.589	130.511	130.526	23.16	29.11	2013-08-22T01:00:00	130.563	
130.601	130.528	130.583	130.535	130.571	130.496	130.556	26.71	37.91	
2013-08-22T00:30:00	130.569	130.609	130.499	130.563	130.540	130.584	130.468	130.535	
37.46	49.63	2013-08-22T00:00:00	130.667	130.679	130.524	130.569	130.637	130.651	
130.493	130.540	49.55	59.41	2013-08-21T23:30:00	130.657	130.740	130.631	130.667	
130.628	130.712	130.605	130.637	61.87	61.50	2013-08-21T23:00:00	130.738	130.838	
130.642	130.657	130.649	130.807	130.612	130.628	66.83	53.99	2013-08-21T22:30:00	
130.603	130.777	130.533	130.738	130.574	130.749	130.502	130.649	55.81	
40.85	2013-08-21T22:00:00	130.496	130.668	130.431	130.603	130.469	130.638	130.400	
130.574	39.35	32.61	2013-08-21T21:30:00	130.513	130.567	130.481	130.496	130.482	
130.540	130.451	130.469	27.38	30.60	2013-08-21T21:00:00	130.559	130.575	130.498	
130.513	130.531	130.548	130.468	130.482	31.09	34.27	2013-08-21T20:30:00	130.551	
130.613	130.506	130.559	130.523	130.583	130.476	130.531	33.34	38.48	
2013-08-21T20:00:00	130.543	130.601	130.467	130.551	130.519	130.575	130.435	130.523	
38.37	43.48	2013-08-21T19:30:00	130.574	130.594	130.474	130.543	130.544	130.567	
130.449	130.519	43.74	45.30	2013-08-21T19:00:00	130.565	130.680	130.537	130.574	
130.535	130.649	130.506	130.544	48.33	45.35	2013-08-21T18:30:00	130.529	130.718	
130.520	130.565	130.503	130.693	130.491	130.535	43.84	43.57	2013-08-21T18:00:00	
130.568	130.591	130.495	130.529	130.545	130.563	130.470	130.503	43.89	
39.75	2013-08-21T17:30:00	130.677	130.690	130.488	130.568	130.648	130.662	130.461	
130.545	42.98	34.82	2013-08-21T17:00:00	130.703	130.775	130.349	130.677	130.675	
130.750	130.318	130.648	32.39	33.91	2013-08-21T16:30:00	130.560	130.749	130.509	
130.703	130.530	130.721	130.479	130.675	29.10	44.12	2013-08-21T16:00:00	130.758	
130.783	130.518	130.560	130.727	130.754	130.494	130.530	40.23	60.29	
2013-08-21T15:30:00	130.892	130.929	130.718	130.758	130.861	130.902	130.694	130.727	
63.02	74.81	2013-08-21T15:00:00	130.882	130.995	130.884	130.892	130.858	130.973	
130.854	130.861	77.61	81.22	2013-08-21T14:30:00	130.936	130.983	130.792	130.882	
130.909	130.954	130.763	130.858	83.80	76.27	2013-08-21T14:00:00	130.838	131.032	
130.755	130.936	130.811	131.000	130.725	130.909	82.25	61.54	2013-08-21T13:30:00	
130.573	130.882	130.570	130.838	130.542	130.850	130.541	130.811	62.75	
40.72	2013-08-21T13:00:00	130.535	130.638	130.515	130.573	130.503	130.610	130.484	
130.542	39.61	25.39	2013-08-21T12:30:00	130.514	130.634	130.451	130.535	130.485	
130.605	130.421	130.503	19.80	17.75	2013-08-21T12:00:00	130.465	130.550	130.458	
130.514	130.434	130.525	130.426	130.485	16.76	24.86	2013-08-21T11:30:00	130.493	
130.534	130.412	130.465	130.462	130.505	130.383	130.434	16.70	37.72	
2013-08-21T11:00:00	130.515	130.622	130.408	130.493	130.490	130.597	130.377	130.462	
41.12	56.39	2013-08-21T10:30:00	130.877	130.900	130.405	130.515	130.847	130.874	
