日時	EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	
EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	MVA	2014-02-15T07:00:00	139.425	139.481	
132.037	132.070	131.998	131.971	131.971	132.027	2013-10-05T05:30:00	132.030	132.162	
131.991	132.147	131.979	132.112	131.957	132.070	132.024	2013-10-05T05:00:00	132.095	
132.130	132.004	132.030	132.066	132.100	131.970	131.979	132.010	2013-10-05T04:30:00	
132.055	132.104	132.025	132.095	132.023	132.075	131.993	132.066	132.003	
2013-10-05T04:00:00	132.076	132.103	132.009	132.055	132.049	132.076	131.979	132.023	
131.998	2013-10-05T03:30:00	132.059	132.115	132.045	132.076	132.031	132.091	132.015	
132.049	131.998	2013-10-05T03:00:00	131.985	132.100	131.974	132.059	131.953	132.074	
131.944	132.031	131.992	2013-10-05T02:30:00	132.000	132.085	131.956	131.985	131.972	
132.057	131.927	131.953	131.993	2013-10-05T02:00:00	131.952	132.030	131.930	132.000	
131.927	132.001	131.900	131.972	132.005	2013-10-05T01:30:00	132.063	132.063	131.877	
131.952	132.033	132.036	131.849	131.927	131.994	2013-10-05T01:00:00	132.047	132.072	
131.897	132.063	132.020	132.045	131.870	132.033	131.987	2013-10-05T00:30:00	132.035	
132.090	131.990	132.047	132.009	132.062	131.963	132.020	131.977	2013-10-05T00:00:00	
132.059	132.107	131.994	132.035	132.038	132.085	131.963	132.009	131.975	
2013-10-04T23:30:00	132.058	132.196	132.028	132.059	132.033	132.171	132.000	132.038	
131.978	2013-10-04T23:00:00	131.930	132.072	131.926	132.058	131.900	132.045	131.897	
132.033	131.989	2013-10-04T22:30:00	131.905	131.981	131.786	131.930	131.874	131.961	
131.757	131.900	132.002	2013-10-04T22:00:00	131.996	132.022	131.893	131.905	131.966	
131.994	131.865	131.874	132.015	2013-10-04T21:30:00	132.033	132.054	131.941	131.996	
132.005	132.026	131.915	131.966	132.039	2013-10-04T21:00:00	132.059	132.078	131.986	
132.033	132.033	132.054	131.957	132.005	132.075	2013-10-04T20:30:00	132.139	132.175	
132.002	132.059	132.113	132.147	131.973	132.033	132.110	2013-10-04T20:00:00	132.143	
132.230	132.098	132.139	132.124	132.201	132.069	132.113	132.147	2013-10-04T19:30:00	
132.019	132.166	132.018	132.143	131.993	132.137	131.991	132.124	132.159	
2013-10-04T19:00:00	132.067	132.153	132.014	132.019	132.042	132.123	131.984	131.993	
132.176	2013-10-04T18:30:00	132.246	132.255	132.060	132.067	132.217	132.226	132.034	
132.042	132.218	2013-10-04T18:00:00	132.279	132.318	132.210	132.246	132.249	132.290	
132.179	132.217	132.248	2013-10-04T17:30:00	132.296	132.406	132.277	132.279	132.290	
132.377	132.249	132.249	132.262	2013-10-04T17:00:00	132.224	132.335	132.221	132.296	
132.198	132.306	132.193	132.290	132.286	2013-10-04T16:30:00	132.272	132.384	132.211	
132.224	132.246	132.357	132.183	132.198	132.317	2013-10-04T16:00:00	132.313	132.380	
132.104	132.272	132.281	132.353	132.077	132.246	132.346	2013-10-04T15:30:00	132.282	
132.394	132.128	132.313	132.256	132.366	132.113	132.281	132.382	2013-10-04T15:00:00	
132.344	132.372	132.171	132.282	132.315	132.347	132.142	132.256	132.385	
2013-10-04T14:30:00	132.437	132.437	132.259	132.344	132.414	132.413	132.233	132.315	
132.417	2013-10-04T14:00:00	132.534	132.540	132.412	132.437	132.508	132.515	132.383	
132.414	132.447	2013-10-04T13:30:00	132.434	132.571	132.428	132.534	132.404	132.546	
132.398	132.508	132.453	2013-10-04T13:00:00	132.522	132.524	132.382	132.434	132.497	
132.498	132.353	132.404	132.436	2013-10-04T12:30:00	132.321	132.567	132.312	132.522	
132.298	132.541	132.286	132.497	132.429	2013-10-04T12:00:00	132.506	132.562	132.319	
132.321	132.481	132.535	132.289	132.298	132.440	2013-10-04T11:30:00	132.558	132.606	
132.378	132.506	132.529	132.580	132.345	132.481	132.466	2013-10-04T11:00:00	132.482	
132.617	132.462	132.558	132.456	132.594	132.433	132.529	132.453	2013-10-04T10:30:00	
132.415	132.528	132.292	132.482	132.384	132.503	132.261	132.456	132.451	
2013-10-04T10:00:00	132.387	132.416	132.268	132.415	132.358	132.388	132.238	132.384	
132.449	2013-10-04T09:30:00	132.603	132.614	132.366	132.387	132.577	132.586	132.338	
132.358	132.453	2013-10-04T09:00:00	132.502	132.709	132.463	132.603	132.474	132.681	
132.432	132.577	132.467	2013-10-04T08:30:00	132.417	132.553	132.415	132.502	132.396	
132.532	132.385	132.474	132.445	2013-10-04T08:00:00	132.544	132.544	132.396	132.417	
132.514	132.513	132.368	132.396	132.448	2013-10-04T07:30:00	132.474	132.549	132.469	
132.544	132.441	132.519	132.437	132.514	132.465	2013-10-04T07:00:00	132.461	132.505	
132.461	132.474	132.414	132.473	132.423	132.441	132.458	2013-10-04T06:30:00	132.507	
132.510	132.440	132.461	132.452	132.460	132.399	132.414	132.456	2013-10-04T06:00:00	
132.478	132.578	132.472	132.507	132.426	132.480	132.352	132.452	132.476	
2013-10-04T05:30:00	132.525	132.564	132.467	132.478	132.491	132.534	132.426	132.426	
132.480	2013-10-04T05:00:00	132.544	132.550	132.435	132.525	132.516	132.521	132.407	
132.491	132.494	2013-10-04T04:30:00	132.497	132.546	132.467	132.544	132.467	132.520	
132.435	132.516	132.490	2013-10-04T04:00:00	132.449	132.511	132.422	132.497	132.429	
132.482	132.395	132.467	132.469	2013-10-04T03:30:00	132.584	132.584	132.445	132.449	
132.550	132.554	132.414	132.429	132.463	2013-10-04T03:00:00	132.514	132.614	132.389	
132.584	132.483	132.589	132.360	132.550	132.470	2013-10-04T02:30:00	132.547	132.614	
132.451	132.514	132.519	132.586	132.423	132.483	132.469	2013-10-04T02:00:00	132.492	
132.592	132.445	132.547	132.465	132.566	132.417	132.519	132.462	2013-10-04T01:30:00	
132.397	132.518	132.370	132.492	132.370	132.492	132.341	132.465	132.481	
2013-10-04T01:00:00	132.450	132.451	132.173	132.397	132.423	132.428	132.142	132.370	
132.511	2013-10-04T00:30:00	132.511	132.589	132.407	132.450	132.482	132.563	132.376	
132.423	132.571	2013-10-04T00:00:00	132.568	132.598	132.440	132.511	132.540	132.576	
132.411	132.482	132.621	2013-10-03T23:30:00	132.455	132.610	132.390	132.568	132.432	
132.580	132.362	132.540	132.674	2013-10-03T23:00:00	132.727	132.774	132.409	132.455	
132.655	132.751	132.388	132.432	132.721	2013-10-03T22:30:00	132.704	132.758	132.669	
132.727	132.678	132.733	132.642	132.655	132.780	2013-10-03T22:00:00	132.811	132.819	
132.645	132.704	132.787	132.794	132.616	132.678	132.817	2013-10-03T21:30:00	132.854	
132.950	132.752	132.811	132.771	132.877	132.723	132.787	132.861	2013-10-03T21:00:00	
132.885	132.907	132.742	132.854	132.856	132.879	132.716	132.771	132.913	
2013-10-03T20:30:00	132.897	133.006	132.845	132.885	132.866	132.984	132.816	132.856	
132.952	2013-10-03T20:00:00	132.868	132.912	132.837	132.897	132.844	132.884	132.808	
132.866	132.971	2013-10-03T19:30:00	132.944	132.954	132.855	132.868	132.919	132.929	
132.828	132.844	133.008	2013-10-03T19:00:00	133.009	133.072	132.926	132.944	132.985	
133.048	132.897	132.919	133.024	2013-10-03T18:30:00	133.174	133.192	132.991	133.009	
133.147	133.162	132.960	132.985	133.010	2013-10-03T18:00:00	133.070	133.227	133.065	
133.174	133.045	133.203	133.039	133.147	132.988	2013-10-03T17:30:00	133.018	133.099	
132.979	133.070	132.991	133.073	132.951	133.045	132.946	2013-10-03T17:00:00	133.150	
133.163	133.004	133.018	133.124	133.141	132.976	132.991	132.931	2013-10-03T16:30:00	
132.979	133.157	132.952	133.150	132.955	133.132	132.925	133.124	132.921	
2013-10-03T16:00:00	132.848	133.007	132.810	132.979	132.822	132.985	132.783	132.955	
132.884	2013-10-03T15:30:00	132.853	132.891	132.798	132.848	132.829	132.863	132.771	
132.822	132.867	2013-10-03T15:00:00	132.883	132.946	132.803	132.853	132.854	132.921	
132.771	132.829	132.878	2013-10-03T14:30:00	132.972	132.980	132.857	132.883	132.940	
132.957	132.831	132.854	132.879	2013-10-03T14:00:00	132.949	133.044	132.947	132.972	
132.922	133.014	132.915	132.940	132.882	2013-10-03T13:30:00	132.896	132.986	132.880	
132.949	132.867	132.956	132.855	132.922	132.838	2013-10-03T13:00:00	132.868	132.925	
132.856	132.896	132.838	132.898	132.826	132.867	132.770	2013-10-03T12:30:00	132.923	
132.977	132.803	132.868	132.894	132.950	132.783	132.838	132.678	2013-10-03T12:00:00	
132.866	133.032	132.857	132.923	132.839	133.008	132.826	132.894	132.585	
2013-10-03T11:30:00	132.898	132.910	132.821	132.866	132.871	132.880	132.789	132.839	
132.499	2013-10-03T11:00:00	132.664	132.940	132.666	132.898	132.636	132.913	132.635	
132.871	132.419	2013-10-03T10:30:00	132.470	132.763	132.470	132.664	132.444	132.735	
132.445	132.636	132.346	2013-10-03T10:00:00	132.248	132.489	132.204	132.470	132.226	
132.460	132.175	132.444	132.291	2013-10-03T09:30:00	132.214	132.289	132.177	132.248	
132.184	132.259	132.146	132.226	132.264	2013-10-03T09:00:00	132.324	132.348	132.152	
132.214	132.292	132.322	132.122	132.184	132.257	2013-10-03T08:30:00	132.305	132.326	
132.201	132.324	132.281	132.299	132.175	132.292	132.258	2013-10-03T08:00:00	132.387	
132.407	132.291	132.305	132.357	132.381	132.262	132.281	132.246	2013-10-03T07:30:00	
132.290	132.398	132.272	132.387	132.256	132.371	132.240	132.357	132.247	
2013-10-03T07:00:00	132.307	132.314	132.246	132.290	132.251	132.305	132.212	132.256	
132.234	2013-10-03T06:30:00	132.222	132.317	132.208	132.307	132.180	132.268	132.163	
132.251	132.235	2013-10-03T06:00:00	132.212	132.344	132.202	132.222	132.186	132.273	
132.131	132.180	132.246	2013-10-03T05:30:00	132.237	132.258	132.212	132.212	132.209	
132.228	132.186	132.186	132.273	2013-10-03T05:00:00	132.320	132.359	132.232	132.237	
132.291	132.330	132.200	132.209	132.309	2013-10-03T04:30:00	132.297	132.343	132.262	
132.320	132.267	132.313	132.234	132.291	132.330	2013-10-03T04:00:00	132.290	132.324	
132.248	132.297	132.264	132.294	132.217	132.267	132.338	2013-10-03T03:30:00	132.358	
132.399	132.271	132.290	132.328	132.369	132.243	132.264	132.346	2013-10-03T03:00:00	
132.392	132.448	132.348	132.358	132.364	132.418	132.322	132.328	132.356	
2013-10-03T02:30:00	132.470	132.526	132.369	132.392	132.441	132.497	132.342	132.364	
132.332	2013-10-03T02:00:00	132.385	132.523	132.365	132.470	132.354	132.494	132.338	
132.441	132.288	2013-10-03T01:30:00	132.374	132.447	132.311	132.385	132.345	132.422	
132.285	132.354	132.239	2013-10-03T01:00:00	132.348	132.472	132.331	132.374	132.326	
132.448	132.304	132.345	132.224	2013-10-03T00:30:00	132.359	132.396	132.305	132.348	
132.331	132.368	132.277	132.326	132.205	2013-10-03T00:00:00	132.189	132.390	132.167	
132.359	132.162	132.370	132.140	132.331	132.097	2013-10-02T23:30:00	132.090	132.219	
132.023	132.189	132.058	132.192	131.993	132.162	132.029	2013-10-02T23:00:00	132.129	
132.214	131.988	132.090	132.099	132.186	131.964	132.058	131.957	2013-10-02T22:30:00	
132.280	132.403	132.093	132.129	132.250	132.380	132.066	132.099	131.897	
2013-10-02T22:00:00	132.242	132.400	132.176	132.280	132.212	132.378	132.146	132.250	
131.857	2013-10-02T21:30:00	131.595	132.276	131.423	132.242	131.564	132.249	131.408	
132.212	131.807	2013-10-02T21:00:00	131.881	131.883	131.529	131.595	131.857	131.854	
131.508	131.564	131.768	2013-10-02T20:30:00	131.689	131.905	131.683	131.881	131.661	
131.878	131.654	131.857	131.784	2013-10-02T20:00:00	131.662	131.789	131.656	131.689	
131.635	131.760	131.625	131.661	131.759	2013-10-02T19:30:00	131.846	131.850	131.655	
131.662	131.817	131.823	131.628	131.635	131.767	2013-10-02T19:00:00	131.928	131.962	
131.837	131.846	131.902	131.932	131.810	131.817	131.757	2013-10-02T18:30:00	131.968	
132.082	131.848	131.928	131.941	132.059	131.818	131.902	131.767	2013-10-02T18:00:00	
131.706	132.025	131.700	131.968	131.676	131.997	131.677	131.941	131.788	
2013-10-02T17:30:00	131.713	131.840	131.670	131.706	131.684	131.813	131.642	131.676	
131.808	2013-10-02T17:00:00	131.733	131.918	131.663	131.713	131.712	131.890	131.634	
131.684	131.866	2013-10-02T16:30:00	131.600	131.831	131.527	131.733	131.570	131.808	
131.501	131.712	131.934	2013-10-02T16:00:00	131.909	131.908	131.507	131.600	131.883	
131.884	131.477	131.570	132.002	2013-10-02T15:30:00	132.078	132.182	131.883	131.909	
132.050	132.152	131.857	131.883	132.082	2013-10-02T15:00:00	132.109	132.165	132.041	
132.078	132.079	132.135	132.011	132.050	132.157	2013-10-02T14:30:00	132.112	132.196	
132.047	132.109	132.081	132.167	132.017	132.079	132.191	2013-10-02T14:00:00	132.188	
132.248	132.108	132.112	132.161	132.223	132.078	132.081	132.212	2013-10-02T13:30:00	
132.221	132.284	132.167	132.188	132.191	132.257	132.138	132.161	132.244	
2013-10-02T13:00:00	132.161	132.243	132.100	132.221	132.129	132.214	132.071	132.191	
132.270	2013-10-02T12:30:00	132.433	132.444	132.132	132.161	132.407	132.420	132.100	
132.129	132.305	2013-10-02T12:00:00	132.319	132.433	132.308	132.433	132.289	132.407	
132.279	132.407	132.354	2013-10-02T11:30:00	132.257	132.325	132.151	132.319	132.225	
132.296	132.120	132.289	132.358	2013-10-02T11:00:00	132.334	132.367	132.191	132.257	
132.303	132.336	132.162	132.225	132.386	2013-10-02T10:30:00	132.373	132.373	132.222	
132.334	132.343	132.346	132.196	132.303	132.440	2013-10-02T10:00:00	132.464	132.468	
132.316	132.373	132.437	132.441	132.288	132.343	132.472	2013-10-02T09:30:00	132.498	
132.545	132.437	132.464	132.474	132.520	132.406	132.437	132.504	2013-10-02T09:00:00	
132.463	132.587	132.420	132.498	132.434	132.560	132.391	132.474	132.515	
2013-10-02T08:30:00	132.518	132.578	132.451	132.463	132.489	132.551	132.423	132.434	
132.528	2013-10-02T08:00:00	132.623	132.624	132.478	132.518	132.598	132.602	132.452	
132.489	132.535	2013-10-02T07:30:00	132.561	132.625	132.544	132.623	132.529	132.598	
132.506	132.598	132.521	2013-10-02T07:00:00	132.608	132.622	132.534	132.561	132.564	
132.589	132.498	132.529	132.489	2013-10-02T06:30:00	132.567	132.619	132.546	132.608	
132.517	132.564	132.470	132.564	132.468	2013-10-02T06:00:00	132.605	132.657	132.549	
132.567	132.565	132.611	132.458	132.517	132.461	2013-10-02T05:30:00	132.511	132.628	
132.491	132.605	132.482	132.589	132.457	132.565	132.482	2013-10-02T05:00:00	132.419	
132.554	132.404	132.511	132.389	132.529	132.373	132.482	132.490	2013-10-02T04:30:00	
132.405	132.442	132.340	132.419	132.376	132.415	132.312	132.389	132.504	
2013-10-02T04:00:00	132.416	132.436	132.371	132.405	132.386	132.407	132.342	132.376	
132.546	2013-10-02T03:30:00	132.541	132.539	132.399	132.416	132.513	132.512	132.372	
132.386	132.592	2013-10-02T03:00:00	132.695	132.694	132.505	132.541	132.664	132.664	
132.475	132.513	132.631	2013-10-02T02:30:00	132.647	132.728	132.648	132.695	132.617	
132.701	132.616	132.664	132.654	2013-10-02T02:00:00	132.615	132.678	132.605	132.647	
132.583	132.648	132.574	132.617	132.682	2013-10-02T01:30:00	132.710	132.731	132.606	
132.615	132.683	132.702	132.580	132.583	132.703	2013-10-02T01:00:00	132.726	132.755	
132.655	132.710	132.695	132.726	132.623	132.683	132.724	2013-10-02T00:30:00	132.694	
132.739	132.624	132.726	132.664	132.713	132.596	132.695	132.740	2013-10-02T00:00:00	
132.697	132.797	132.625	132.694	132.674	132.771	132.597	132.664	132.715	
2013-10-01T23:30:00	132.883	132.915	132.694	132.697	132.856	132.889	132.668	132.674	
132.690	2013-10-01T23:00:00	132.845	132.986	132.798	132.883	132.766	132.961	132.758	
132.856	132.654	2013-10-01T22:30:00	132.753	132.992	132.708	132.845	132.727	132.963	
132.685	132.766	132.591	2013-10-01T22:00:00	132.828	132.845	132.624	132.753	132.801	
132.819	132.594	132.727	132.542	2013-10-01T21:30:00	132.543	132.841	132.539	132.828	
132.516	132.812	132.509	132.801	132.510	2013-10-01T21:00:00	132.516	132.676	132.464	
132.543	132.488	132.650	132.442	132.516	132.475	2013-10-01T20:30:00	132.455	132.526	
132.359	132.516	132.426	132.502	132.328	132.488	132.514	2013-10-01T20:00:00	132.443	
132.496	132.359	132.455	132.415	132.469	132.337	132.426	132.575	2013-10-01T19:30:00	
132.453	132.461	132.333	132.443	132.423	132.434	132.314	132.415	132.636	
2013-10-01T19:00:00	132.530	132.561	132.409	132.453	132.500	132.534	132.380	132.423	
132.711	2013-10-01T18:30:00	132.588	132.608	132.392	132.530	132.560	132.579	132.369	
132.500	132.797	2013-10-01T18:00:00	132.815	133.017	132.421	132.588	132.783	132.993	
132.394	132.560	132.855	2013-10-01T17:30:00	132.952	133.008	132.783	132.815	132.921	
132.979	132.754	132.783	132.897	2013-10-01T17:00:00	132.878	133.064	132.874	132.952	
132.849	133.037	132.842	132.921	132.911	2013-10-01T16:30:00	132.970	133.030	132.800	
132.878	132.939	133.002	132.769	132.849	132.920	2013-10-01T16:00:00	133.053	133.079	
132.820	132.970	133.024	133.048	132.791	132.939	132.953	2013-10-01T15:30:00	132.938	
133.236	132.933	133.053	132.909	133.212	132.907	133.024	132.955	2013-10-01T15:00:00	
132.882	133.005	132.854	132.938	132.853	132.975	132.825	132.909	132.959	
2013-10-01T14:30:00	132.907	133.010	132.830	132.882	132.879	132.981	132.801	132.853	
133.004	2013-10-01T14:00:00	133.015	133.013	132.851	132.907	132.988	132.984	132.827	
132.879	133.069	2013-10-01T13:30:00	133.108	133.205	132.810	133.015	133.078	133.176	
132.780	132.988	133.110	2013-10-01T13:00:00	132.984	133.404	132.858	133.108	132.955	
133.371	132.826	133.078	133.115	2013-10-01T12:30:00	133.078	133.082	132.935	132.984	
133.051	133.052	132.906	132.955	133.099	2013-10-01T12:00:00	133.257	133.255	132.939	
133.078	133.227	133.226	132.909	133.051	133.094	2013-10-01T11:30:00	133.332	133.339	
133.092	133.257	133.303	133.313	133.065	133.227	133.091	2013-10-01T11:00:00	133.195	
133.499	133.180	133.332	133.165	133.469	133.151	133.303	133.052	2013-10-01T10:30:00	
133.056	133.208	133.058	133.195	133.027	133.180	133.028	133.165	133.005	
2013-10-01T10:00:00	132.998	133.156	132.967	133.056	132.966	133.128	132.941	133.027	
132.965	2013-10-01T09:30:00	132.950	133.044	132.884	132.998	132.920	133.015	132.855	
132.966	132.935	2013-10-01T09:00:00	133.054	133.088	132.915	132.950	133.030	133.059	
132.888	132.920	132.929	2013-10-01T08:30:00	132.981	133.189	132.934	133.054	132.956	
133.157	132.905	133.030	132.912	2013-10-01T08:00:00	133.000	133.028	132.932	132.981	
132.969	133.004	132.902	132.956	132.899	2013-10-01T07:30:00	132.918	133.054	132.903	
133.000	132.888	133.024	132.871	132.969	132.899	2013-10-01T07:00:00	132.879	132.925	
132.851	132.918	132.814	132.895	132.815	132.888	132.881	2013-10-01T06:30:00	133.001	
133.009	132.853	132.879	132.925	132.939	132.788	132.814	132.870	2013-10-01T06:00:00	
132.875	133.030	132.875	133.001	132.805	132.965	132.769	132.925	132.884	
2013-10-01T05:30:00	132.969	132.979	132.844	132.875	132.937	132.942	132.805	132.805	
132.882	2013-10-01T05:00:00	132.988	133.081	132.927	132.969	132.956	133.051	132.894	
132.937	132.923	2013-10-01T04:30:00	132.876	133.012	132.791	132.988	132.844	132.980	
132.762	132.956	132.916	2013-10-01T04:00:00	132.836	132.904	132.772	132.876	132.810	
132.875	132.744	132.844	132.918	2013-10-01T03:30:00	132.939	133.027	132.821	132.836	
132.912	132.997	132.792	132.810	132.943	2013-10-01T03:00:00	132.941	133.060	132.929	
132.939	132.913	133.032	132.901	132.912	132.940	2013-10-01T02:30:00	133.121	133.251	
132.935	132.941	133.090	133.221	132.906	132.913	132.924	2013-10-01T02:00:00	132.913	
133.207	132.875	133.121	132.884	133.181	132.849	133.090	132.844	2013-10-01T01:30:00	
133.000	133.012	132.883	132.913	132.973	132.982	132.855	132.884	132.718	
2013-10-01T01:00:00	133.049	133.132	132.980	133.000	133.020	133.108	132.957	132.973	
132.619	2013-10-01T00:30:00	132.819	133.090	132.808	133.049	132.791	133.068	132.778	
133.020	132.521	2013-10-01T00:00:00	132.825	132.980	132.758	132.819	132.799	132.953	
132.733	132.791	132.360	2013-09-30T23:30:00	132.376	132.836	132.376	132.825	132.349	
132.830	132.350	132.799	132.207	2013-09-30T23:00:00	132.232	132.469	132.197	132.376	
132.207	132.445	132.168	132.349	132.069	2013-09-30T22:30:00	132.224	132.368	132.184	
132.232	132.195	132.325	132.157	132.207	132.018	2013-09-30T22:00:00	132.318	132.437	
